Name,Food,Street,Phone,Rating
Mr. Thai,thai,"Yonge Street, Toronto",+1 633-362-9865,4.2
Tamasha,indian,"Queen St, Toronto",+1 996-546-2665,2
Happy Burger,Ramen,"Yonge Street, Toronto",+1 666-921-8025,1.2
Pantry,Steak,"Spadina Ave, Toronto",+1 814-335-3002,4.6
Carens Rosedale,Sushi,"Spadina Ave, Toronto",+1 753-237-1710,3.3
Swiss Chalet,chicken,"Yonge Street, Toronto",+1 637-886-7628,3.9
Lee Chen Asian Bistro,Ramen,"Yonge Street, Toronto",+1 702-781-8744,1.6
Armando's Authentic Italian Cuisine,italian,"Dundas St, Toronto",+1 807-273-3960,3
Moxie's,bar&grill,"King St, Toronto",+1 855-480-8879,4.5
Cafe Palma,Salad,"Spadina Ave, Toronto",+1 652-539-9277,1.9
Sushi One,sushi,"College St, Toronto",+1 675-950-3130,2.8
Tandoori House Indian Cuisine,indian,"Spadina Ave, Toronto",+1 912-901-6784,3
Lee Namjang Korean Restaurant,korean,"Queen St, Toronto",+1 849-820-5035,3.9
Freshii,salad,"Queen St, Toronto",+1 607-804-3267,1
Pangaea,Tacos,"Yonge St, Toronto",+1 875-805-9698,1.6
Spring Rolls,Sushi,"Queen St, Toronto",+1 866-903-5214,4.3
Oja Korean & Japanese Cuisine,Salad,"Yonge St, Toronto",+1 881-600-7203,4.3
Ginger Vietnamese Cuisine,Ramen,"Queen St, Toronto",+1 632-219-4180,3.2
Miss Korea,korean,"Dundas St, Toronto",+1 825-802-6600,2.1
Not Just Noodles,BBQ,"Yonge Street, Toronto",+1 800-668-3254,4.9
Sushi Garden,japanese,"Spadina Ave, Toronto",+1 612-902-7065,2
GBF Gourmet Burger Co.,Salad,"Queen St, Toronto",+1 644-144-9071,4.4
Sushi Club,sushi,"Charles Street West, Toronto",+1 703-626-7795,1.7
Okonomi House,Pizza,"Charles Street West, Toronto",+1 763-851-3839,2.9
Exotic Tandoori,Tacos,"King St, Toronto",+1 773-638-4531,2.1
MIMI Chinese,chinese,"Davenport Road, Toronto",+1 877-564-5793,2.8
Bua Thai Restaurant,BBQ,"Dundas St, Toronto",+1 966-437-2170,3.3
GoGrill,Steak,"King St, Toronto",+1 642-452-4917,1.6
Goa Kitchen,indian,"Bloor St, Toronto",+1 968-125-6763,4.6
Pearl Bayview,chinese,"Dundas St, Toronto",+1 775-344-9013,4.5
Lola Sushi,sushi,"Queen St, Toronto",+1 912-756-7544,3.7
Constantine,Sushi,"Charles Street East, Toronto",+1 829-637-5848,4.3
O Noir,Ramen,"Yonge St, Toronto",+1 813-660-2646,1.8
Sushi Time,sushi,"Queen Street West, Toronto",+1 673-917-7342,1.3
Holy Cow Steakhouse,Salad,"Queen Street West, Toronto",+1 874-835-2371,1
Hey Lucy's Wood Oven Pizza,pizza,"King St, Toronto",+1 742-156-8684,2.1
Marché Restaurant,Steak,"Yonge Street, Toronto",+1 656-935-2667,2.4
Coach House Tavern Restaurant,Salad,"Bloor St, Toronto",+1 800-779-1476,1.6
Miznon,Pizza,"Bloor St, Toronto",+1 624-751-8745,4.8
California Sandwiches,sandwich,"Yonge St, Toronto",+1 957-945-5638,4.7
Tabülè,Pizza,"Yonge Street, Toronto",+1 882-401-8201,4.7
Spicy Mafia,chinese,"College Street, Toronto",+1 708-849-1481,2.8
Dear Saigon,vietnamese,"College Street, Toronto",+1 669-136-1816,4.1
Asian Bowl,Sushi,"Yonge Street, Toronto",+1 715-766-7015,1.1
Jeff’s Kitchen,BBQ,"Merton Street, Toronto",+1 658-817-4687,3.1
Crown Princess Fine Dining,BBQ,"Spadina Ave, Toronto",+1 920-538-3760,2.9
St. Louis Bar & Grill,chicken,"College St, Toronto",+1 762-731-6576,3.3
KAKA All You Can Eat,japanese;sushi,"Bay Street, Toronto",+1 651-379-8057,4.9
Bom Bibimbap,Falafel,"Dundas St, Toronto",+1 946-524-9747,1.2
Cantaritos,mexican,"Dufferin Street, Toronto",+1 735-534-9395,1.8
Remezzo,Pizza,"College St, Toronto",+1 710-635-9295,2.5
Eggsmart,breakfast,"Dundas St, Toronto",+1 770-451-4431,2.8
Greece Restaurant,BBQ,"College St, Toronto",+1 825-124-7178,1.3
Pita Lite,Ramen,"Queen St, Toronto",+1 716-707-2884,3.3
Java House,Salad,"Queen Street West, Toronto",+1 789-271-8488,3.4
Zucca,italian,"College St, Toronto",+1 846-316-9079,3.3
Evivva Restaurant Breakfast & Lunch,Burger,"Yonge Street, Toronto",+1 949-485-4465,3.1
Tokyo Sushi,sushi,"St. Joseph Street, Toronto",+1 904-782-3961,3.5
Sushi Hana,sushi,"Yonge St, Toronto",+1 932-686-9502,3.3
King's Noodle Restaurant,chinese,"Spadina Avenue, Toronto",+1 808-127-8818,3.6
Freshii,salad,"Yonge St, Toronto",+1 674-968-3493,3.1
Dynasty Chinese Cuisine  (Last Straw Distillery),BBQ,"Yorkville Avenue, Toronto",+1 989-213-6482,4.2
Edo-Ko,japanese,"Spadina Road, Toronto",+1 863-483-9923,4.9
Fresh on Front,Pizza,"Front Street East, Toronto",+1 924-599-4077,3.4
The Sultan's Tent,french;moroccan,"Front Street East, Toronto",+1 995-827-2837,4.7
Zin Restaurant,Pasta,"Spadina Ave, Toronto",+1 936-309-9137,3
Midi,Ramen,"College St, Toronto",+1 674-374-4266,3.2
Reds,Pasta,"Adelaide Street West, Toronto",+1 960-129-4970,3.5
Kamasutra,Ramen,"Dundas St, Toronto",+1 963-498-3893,2.4
Pizza Hut,pizza,"Bayview Avenue, Toronto",+1 804-144-6737,1.7
Aria,italian,"York Street, Toronto",+1 842-388-4197,4.7
Oyster Mine,seafood,"Yonge Street, Toronto",+1 669-463-6269,3.5
T&C Restaurant,BBQ,"King St, Toronto",+1 844-461-1691,2.2
Wah Too Seafood Restaurant,Pizza,"Dundas St, Toronto",+1 768-528-5571,4.4
Pizza Hut,pizza,"Morningside Avenue, Scarborough",+1 706-366-7570,2.1
Thai Noodle,BBQ,"Vaughan Road, Toronto",+1 928-322-3157,1.7
The Keg,steak_house,"The Esplanade, Toronto",+1 781-149-8190,3
The Old Spaghetti Factory,italian,"The Esplanade, Toronto",+1 723-469-6106,3
Mercatto,Tacos,"King St, Toronto",+1 897-129-3831,2.1
Pizzamaru,Salad,"Gerrard Street East, Toronto",+1 625-467-5770,1.8
Katsuya,japanese,"Gerrard Street East, Toronto",+1 983-352-2274,3.4
United Bakers Dairy Restaurant,sandwich,"Lawrence Avenue West, Toronto",+1 710-384-8852,3.8
Barootes Casual Dining,Burger,"King Street West, Toronto",+1 818-264-8309,4.3
Oniwa Sushi,sushi,"Yonge St, Toronto",+1 670-469-5899,2.8
Il Fornello,Pizza,"King Street West, Toronto",+1 623-559-3833,1.3
Swiss Chalet,chicken,"College St, Toronto",+1 948-954-4174,3.7
Nomads Restobar,Salad,"College St, Toronto",+1 639-485-1838,1.2
O Sushi,Pasta,"Coxwell Avenue, Toronto",+1 889-555-8813,1.4
The Homeway,Pasta,"Mount Pleasant Road, Toronto",+1 845-161-2758,4.8
Sushi Supreme Fusion,sushi,"Dundas St, Toronto",+1 741-112-8730,3.5
Porticello Restaurant,Pasta,"Yonge St, Toronto",+1 622-585-4753,3.5
Katana on Bay,japanese,"Bay Street, Toronto",+1 684-575-7102,4.9
Sorn Thai Restaurant,thai,"Yonge St, Toronto",+1 842-994-3294,2
C'est Bon,chinese,"Yonge Street, Toronto",+1 695-452-2757,2.3
The Resevoir Lounge,Burger,"Wellington Street East, Toronto",+1 824-981-6373,4.3
Uncle Tony's,italian,"Wellington Street East, Toronto",+1 883-180-8216,3.8
Rex's,Steak,"Yonge St, Toronto",+1 807-967-4300,4.4
Yulla Sushi Asian Cuisine,sushi,"Bloor St, Toronto",+1 953-313-9465,1.2
Segovia,Pizza,"Queen St, Toronto",+1 674-763-3419,3.9
Il Fornaro,italian,"Avenue Road, Toronto",+1 960-944-8583,2.2
Bellissimo,italian,"King St, Toronto",+1 847-489-1284,3.8
Sunset Grill,american,"Queen St, Toronto",+1 845-350-9838,2.1
Ichiriki Japanese Restaurant,Tacos,"Bloor Street East, Toronto",+1 666-453-8651,3.5
Maiz Yonge,latin_american;tacos;burrito;arepas,"Yonge Street, Toronto",+1 732-637-9696,1.8
North 44 )•,Steak,"Dundas St, Toronto",+1 607-317-1683,4.9
Auberge du Pommier Restaurant,Pizza,"Yonge St, Toronto",+1 779-164-4253,1.3
Portico,Falafel,"College St, Toronto",+1 916-537-7985,4.1
Freshii,salad,"Bay St, Toronto",+1 884-411-5436,1.2
St. Louis Bar & Grill,chicken,"King Street East, Toronto",+1 994-147-7235,2.2
Carisma,Steak,"Bloor St, Toronto",+1 678-620-5746,1.9
Bikkuri Japanese Restaurant,Tacos,"Bay St, Toronto",+1 973-177-2685,2.9
Bampot,tea,"Bay St, Toronto",+1 635-512-8224,1.2
China Feast Restaurant,Pizza,"Queen St, Toronto",+1 671-673-2987,1.7
Zelden's Deli and Desserts,deli;dessert,"Yonge Street, Toronto",+1 609-698-4026,3.2
Popular Chinese Diner,chinese,"Yonge Street, Toronto",+1 879-147-6569,2.6
The Rebel House,Burger,"Yonge Street, Toronto",+1 691-497-9768,4.3
Rollstar Sushi,sushi,"Yonge Street, Toronto",+1 881-520-9899,4.5
Tao Tea Leaf,Burger,"Yonge Street, Toronto",+1 835-118-8515,4.8
Unknown,Burger,"King St, Toronto",+1 690-560-5472,3.5
Sunny Morning,breakfast,"Yonge Street, Toronto",+1 608-394-4045,4.9
Boccone Deli & Pizza Bar,Tacos,"Yonge Street, Toronto",+1 893-412-2831,3.9
Salad King,Burger,"Yonge Street, Toronto",+1 954-162-4435,2.8
Thai Spicy House,thai,"Mount Pleasant Road, Toronto",+1 917-796-6974,4
Aristotle McGregor's Pub and Restaurant,Pizza,"Bloor St, Toronto",+1 612-314-1079,1.7
Wylie's,Burger,"Yonge St, Toronto",+1 606-310-6499,1
Maurya East Indian Roti,indian,"Bayview Avenue, Toronto",+1 671-527-4672,4.9
Tutto Pronto Fresh Italian,italian,"Bayview Avenue, Toronto",+1 959-687-1666,4.5
Bowl on Bayview,Pizza,"Yonge St, Toronto",+1 891-488-3305,1.8
Echo Sushi,sushi,"Yonge Street, Toronto",+1 727-793-2467,1.1
Mariachi's Mexican Cuisine,mexican,"Yonge Street, Toronto",+1 756-901-5938,2.1
Marigold,indian,"Mount Pleasant Road, Toronto",+1 837-391-3034,1.1
Yukashi,Tacos,"Mount Pleasant Road, Toronto",+1 924-875-6057,2.3
Gold Ven,Tacos,"Spadina Ave, Toronto",+1 891-156-5745,2.1
Caribbean Heat,caribbean,"Queen St, Toronto",+1 977-176-8754,1.4
Shibuie + Sushi Bar,sushi,"Mount Pleasant Road, Toronto",+1 850-336-5957,2.2
99 Sushi,sushi,"College St, Toronto",+1 688-711-4833,1.4
Smoke Show BBQ & Brew,BBQ,"Queen St, Toronto",+1 942-250-1938,3.8
Brownes Bistro,Burger,"Spadina Ave, Toronto",+1 684-148-2444,1.9
Zezafoun,syrian,"Manor Road East, Toronto",+1 957-475-7425,4.4
Unknown,indian,"Spadina Avenue, Toronto",+1 790-222-1898,1.9
Pig Out BBQ,Salad,"Dundas St, Toronto",+1 727-323-3409,4.3
Chilliy Pepper Tacos,mexican,"Dupont Street, Toronto",+1 670-520-7260,4.5
Kadak Vibrant Indian Cuisine,indian,"Yonge Street, Toronto",+1 882-501-7023,3
Balsamico,Pizza,"Yonge Street, Toronto",+1 938-102-1935,2.6
Little Sister Indonesian Food Bar,indonesian,"Yonge Street, Toronto",+1 806-966-8388,3.6
Hokkaido Ramen Satouka,japanese,"Yonge Street, Toronto",+1 928-780-5092,3.6
Hong Shing Chinese Restaurant,Tacos,"Bay St, Toronto",+1 989-374-9435,2.5
Sushi & Bento,sushi,"Dundas Street West, Toronto",+1 830-869-4991,2.5
Lan Zhou Ramen,ramen,"Dundas Street West, Toronto",+1 771-615-8713,3.4
Cali Restaurant,Pizza,"Bloor St, Toronto",+1 613-543-5655,3.4
12 o'lunch,Sushi,"Dundas Street West, Toronto",+1 682-102-5619,2.9
Evergreen Thai Restaurant,Burger,"College St, Toronto",+1 989-975-3461,1.5
Yueh Tung Restaurant,japanese,"Elizabeth Street, Toronto",+1 716-352-6779,3.8
Joey,regional,"Yonge St, Toronto",+1 874-394-4214,4.4
La Bamboche,Pizza,"Avenue Road, Toronto",+1 723-122-4686,4.5
OffCourt Bistro,Salad,"Balliol Street, Toronto",+1 971-453-6188,4.8
Pickle Barrel,Falafel,"Yonge St, Toronto",+1 983-553-1233,3.6
Best Bite Bar & Grill,Salad,"Dundas St, Toronto",+1 843-864-4571,2
Fran's Restaurant,Falafel,"Bloor St, Toronto",+1 762-375-9666,3.2
Camerini Ristorante,Ramen,"College St, Toronto",+1 747-122-8694,3.2
Positano Restaurant,Pizza,"Mount Pleasant Road, Toronto",+1 823-497-2953,4.1
Ravi Soup,Tacos,"Adelaide Street West, Toronto",+1 755-861-6353,3.4
Azure Restaurant & Bar,Falafel,"Front Street West, Toronto",+1 894-388-6291,4.7
Screen Lounge & Rooftop Patio,Pasta,"College St, Toronto",+1 960-156-4452,2.6
Yunshang Rice Noodle,noodle,"Finch Avenue East, Scarborough",+1 780-649-8233,3.6
chako,Steak,"Yonge St, Toronto",+1 996-736-9154,4.3
Sing Viet Thai,BBQ,"King St, Toronto",+1 633-730-4600,2.4
Harbour Sixty Steakhouse,steak,"Harbour Street, Toronto",+1 763-459-9221,4.2
New Ho King,chinese,"Spadina Avenue, Toronto",+1 947-367-5505,3.8
Shoeless Joe's,grill,"Bloor St, Toronto",+1 607-731-6838,1.3
origin,Falafel,"College St, Toronto",+1 725-634-4491,1.4
Don Alfonso 1890,Ramen,"Toronto Street, Toronto",+1 701-613-7620,2.1
Sansotei Ramen,japanese,"College St, Toronto",+1 963-332-3670,3.4
Pumpernickel's,Salad,"Bay St, Toronto",+1 677-503-4252,2.5
Pho House,vietnamese,"Dundas Street West, Toronto",+1 763-563-1034,4.8
Easy Restaurant,Burger,"Queen Street West, Toronto",+1 846-727-6371,2.9
Ghazale,Tacos,"King St, Toronto",+1 913-618-5280,5
Just Japan,Ramen,"Lake Shore Boulevard West, Toronto",+1 749-148-9480,4.1
Khazana,Salad,"Bloor St, Toronto",+1 803-367-1031,4.4
Vietnam Noodle Star,vietnamese,"Dundas St, Toronto",+1 954-649-4089,4.2
BiBab Express Sushi N Rolls,sushi,"Yonge Street, Toronto",+1 848-359-8470,2.4
Biff's,steak_house,"Spadina Ave, Toronto",+1 912-316-5269,1.3
Matsuda teppanyaki sushi,japanese,"Don Mills Road, North York",+1 829-878-7321,2.4
Darband,persian,"York Mills Road, North York",+1 648-217-5569,2.3
Makkal Chon,korean,"Lawrence Avenue East, Scarborough",+1 881-708-6904,2.3
Konia Kitchen & Bar,Sushi,"Roncesvalles Avenue, Toronto",+1 867-830-5658,4.3
CKB,Pasta,"Roncesvalles Avenue, Toronto",+1 776-194-8367,1.5
Darna,Tacos,"Roncesvalles Avenue, Toronto",+1 951-984-3728,4
Woods,Salad,"Colborne Street, Toronto",+1 763-382-6829,2.4
Chadani,indian,"Colborne Street, Toronto",+1 789-829-6546,3.1
Nami Japanese Restaurant,Ramen,"Bloor St, Toronto",+1 784-690-3666,1.1
Hickory House Restaurant,Ramen,"King St, Toronto",+1 981-171-2522,3.1
Ama Sushi,sushi,"Bay St, Toronto",+1 844-444-9689,1.1
Wimpy's Diner,diner,"Yonge St, Toronto",+1 901-556-9502,2.9
Ema-Tei Authentic Japanese Food,japanese,"St. Patrick Street, Toronto",+1 852-777-9784,4
Gabby's,Sushi,"Queen St, Toronto",+1 837-763-6300,2.5
McMurphy's,Steak,"Queen St, Toronto",+1 775-737-3225,3.7
Starving Artist Waffles & Espresso,breakfast,"Mount Pleasant Road, Toronto",+1 753-924-8564,3.8
Neptune Hair Salon,Steak,"King St, Toronto",+1 699-343-2236,4.9
Hazel's Diner,Falafel,"Mount Pleasant Road, Toronto",+1 856-329-1928,2.8
Phebe's Zee Grill,BBQ,"Yonge St, Toronto",+1 845-208-4714,3.9
Florentia Ristorante,Burger,"Spadina Ave, Toronto",+1 675-358-8716,4.8
Boland's Open Kitchen,Pizza,"Mount Pleasant Road, Toronto",+1 901-449-4444,2
Sunset Grill,american,"Spadina Ave, Toronto",+1 847-625-5781,4.5
Wild Wing,chicken,"William Kitchen Road, Scarborough",+1 659-975-4977,2.3
Western Bar and Grill,Burger,"Queen St, Toronto",+1 633-858-9368,2.3
House of Wong,chinese,"Queen St, Toronto",+1 907-924-3000,4
St Andrews Fish & Chips,fish_and_chips,"College St, Toronto",+1 941-852-7132,2.7
Sushi Zone,japanese,"Yonge Street, Toronto",+1 633-797-7594,1.5
The Mars Diner,diner,"Yonge Street, Toronto",+1 719-586-4263,3.1
Nakamori Japanese Restaurant,japanese,"Eglinton Avenue East, Scarborough",+1 916-252-7567,1.3
Touhenboku Ramen,japanese,"Yonge Street, Toronto",+1 803-610-3781,1.8
Impact Kitchen,Falafel,"Yonge Street, Toronto",+1 601-487-6276,4.3
good bite Restaurant,Ramen,"Bay St, Toronto",+1 898-801-9457,2
George the Greek,greek,"Lake Shore Boulevard West, Etobicoke",+1 724-486-1784,3.3
Thrive Organic Kitchen & Cafe,Pasta,"Lake Shore Boulevard West, Etobicoke",+1 951-214-8831,4.4
Speed Roll & Thai,thai;korean,"Lake Shore Boulevard West, Etobicoke",+1 642-649-3442,1
Pickle Barrel,Burger,"The West Mall, Toronto",+1 958-687-9583,2.4
Scaddabush,Ramen,"Spadina Ave, Toronto",+1 808-860-5814,2
The Captain's Boil,Burger,"King St, Toronto",+1 834-362-7857,3.5
Wild Wing,chicken,"Queen St, Toronto",+1 773-969-6274,4.2
The Grille,Burger,"The Queensway, Etobicoke",+1 818-298-8777,1.6
Paramount Fine Foods,middle_eastern,"College St, Toronto",+1 894-380-9849,3.5
Cora,breakfast,"Dundas St, Toronto",+1 798-461-1416,3.5
Mandarin,chinese,"The Queensway, Etobicoke",+1 612-283-4819,4.2
K&B Sushi,sushi,"College St, Toronto",+1 959-133-6412,2.2
Randy’s Roti & Doubles,Salad,"Bay St, Toronto",+1 783-839-8108,3.5
Dimitri's Place,Burger,"Lake Shore Boulevard West, Etobicoke",+1 606-139-8079,3.6
Michael's West Indian Flavour,regional,"Lake Shore Boulevard West, Etobicoke",+1 687-305-2324,2.6
Bombay on the Lake,indian,"Lake Shore Boulevard West, Etobicoke",+1 768-878-2169,2.4
Golden Cook Caribbean Restaurant,Falafel,"Lake Shore Boulevard West, Etobicoke",+1 891-435-5629,1.4
Etobicoke Local,Ramen,"Lake Shore Boulevard West, Toronto",+1 855-528-7074,4.8
Unknown,Salad,"Lake Shore Boulevard West, Toronto",+1 701-887-6012,4.5
Caribbean Queen Roti Hut,Pasta,"Lake Shore Boulevard West, Etobicoke",+1 661-505-8565,3.7
The Kebab House,Ramen,"Lake Shore Boulevard West, Toronto",+1 923-199-1718,3
Halibut House,fish_and_chips,"Bay St, Toronto",+1 752-279-9101,2.9
Dakota's Sports Bar and Grill,Falafel,"College St, Toronto",+1 694-695-3804,2.6
Maple Leaf House Grill & Lounge,Pizza,"Lake Shore Boulevard West, Toronto",+1 801-730-7921,2.1
Hi-Na,japanese,"Spadina Ave, Toronto",+1 604-633-7569,4
Bua Thai,Pasta,"Bay St, Toronto",+1 656-591-4312,2.7
Il Bunji,korean,"King St, Toronto",+1 760-534-2784,1.8
Volaire Ristorante,Steak,"Spadina Ave, Toronto",+1 805-792-4914,4.7
Posticino Ristorante,Falafel,"Dundas St, Toronto",+1 616-357-3324,4.8
IRENE Restaurant,BBQ,"Bloor St, Toronto",+1 719-460-5904,2.4
Japango,sushi,"Elizabeth Street, Toronto",+1 624-459-1610,5
Il Paesano Pizzeria and Restaurant,pizza,"Brown's Line, Toronto",+1 893-960-9916,1.5
V's Schnitzel House,Ramen,"Dundas St, Toronto",+1 735-534-9618,3.6
Pulcinella Ristorante Italiano,italian,"Lake Shore Boulevard West, Etobicoke",+1 712-594-3104,3.7
Buster's Kitchen and Bar,seafood,"Lake Shore Boulevard West, Etobicoke",+1 871-866-7906,3.1
Olive Kebab,Falafel,"Lake Shore Boulevard West, Etobicoke",+1 894-647-4896,1.4
Lucky Dice Restaurant,Pasta,"Lake Shore Boulevard West, Toronto",+1 662-839-2332,2.4
Kitchen on Sixth,british,"Lake Shore Boulevard West, Etobicoke",+1 804-380-2537,2.9
Caribbean Breeze,caribbean,"Royal York Road, Toronto",+1 915-789-8716,3.2
SS2 Famous Bar & Resturant,caribbean,"Royal York Road, Etobicoke",+1 988-839-2583,3
New West City Resturant & Bar,Burger,"Bloor St, Toronto",+1 983-859-1980,4.6
TICH,indian,"Lake Shore Boulevard West, Toronto",+1 897-237-5310,5
Canadiana,Pizza,"Bay St, Toronto",+1 907-814-7514,3.1
Gdous,chicken,"Spadina Ave, Toronto",+1 742-324-4506,3.3
Zaad,middle_eastern,"Danforth Avenue, Toronto",+1 737-854-5162,2.9
Affrien Infian Restaurant,Sushi,"Eglinton Avenue East, Toronto",+1 675-910-2227,5
Golden Stove,chinese,"Lake Shore Boulevard West, Etobicoke",+1 845-205-9878,1.6
New Flower Drum,chinese,"Lake Shore Boulevard West, Toronto",+1 979-942-3737,1.2
Alppalachia,barbecue,"Lake Shore Boulevard West, Toronto",+1 669-954-2233,4.4
LaVinia Restaurant,spanish,"Lake Shore Boulevard West, Etobicoke",+1 626-241-2416,1.5
Everest Hakka House,chinese,"Lake Shore Boulevard West, Etobicoke",+1 898-597-2552,4.8
Via Allegro Ristorante,Ramen,"Bloor St, Toronto",+1 768-203-9793,2.1
Mai Mai Restaurant,chinese,"Lake Shore Boulevard West, Toronto",+1 627-218-8037,4.9
Trini Gardens Restaurant,Steak,"Lake Shore Boulevard West, Etobicoke",+1 889-709-5874,2.2
Green Greek,Tacos,"Lake Shore Boulevard West, Toronto",+1 628-254-5482,4.3
Jawny Bakers,american,"O'Connor Drive, East York",+1 636-736-9360,4.7
China Court,chinese,"Bloor St, Toronto",+1 656-555-7397,3.6
Friendship Restaurant,Burger,"Spadina Ave, Toronto",+1 849-799-5502,3.8
Sashimi House Japanese Restaurant,japanese,"Sheppard Avenue East, Toronto",+1 714-898-4414,4.4
California Roll,japanese,"Bayview Avenue, Toronto",+1 697-163-8949,3.1
Don Chon,korean,"The Queensway, Toronto",+1 969-122-8647,1.9
Osteria Pazzia,Tacos,"The Queensway, Toronto",+1 816-256-5838,4.4
Sushi Kaji,japanese,"The Queensway, Etobicoke",+1 785-374-7380,1.4
Chaban,korean,"The Queensway, Etobicoke",+1 675-890-6393,4.9
Spoon & Fork,japanese;thai,"The Queensway, Etobicoke",+1 888-809-1520,3.4
Red Lobster,seafood,"College St, Toronto",+1 997-210-1034,3.3
On the Rocks,Falafel,"College St, Toronto",+1 911-515-7375,4.4
Moxie's,bar&grill,"Bay St, Toronto",+1 761-337-4182,3.1
Jamie's Italian,italian,"Bay St, Toronto",+1 699-821-2844,4.6
The Crooked Cue,american,"Bloor Street West, Toronto",+1 931-126-2014,1.7
Azarias,seafood,"Bloor Street West, Toronto",+1 764-784-5485,1.7
Kingsway Fish & Chips,fish_and_chips,"Bloor Street West, Toronto",+1 715-873-1458,2.9
Souvlaki Hut Greek Taverina,greek,"Bloor Street West, Toronto",+1 815-629-3580,3.6
The Fermenting Cellar,international,"Distillery Lane, Toronto",+1 984-972-6782,4.9
Joey,Salad,"King St, Toronto",+1 995-666-1197,4.9
Phở Mi Asia,Salad,"Spadina Ave, Toronto",+1 643-838-2394,4.4
The Cheesecake Factory,american,"King St, Toronto",+1 995-710-7285,3.4
Pickle Barrel Grand,Pasta,"Dundas St, Toronto",+1 814-232-5145,2.6
Starving Artist,waffle,"Kipling Avenue, Etobicoke",+1 776-161-2578,2
Spring China House,chinese,"Eglinton Avenue West, Toronto",+1 693-649-8729,4.9
Momiji Sushi,sushi,"Bloor Street West, Etobicoke",+1 707-371-5027,3.2
Windfields Restaurant,Burger,"Bloor St, Toronto",+1 837-623-2295,5
Vita Sociale,Ramen,"Bay St, Toronto",+1 676-225-9582,3.9
Stack,barbecue,"Yonge Street, Toronto",+1 747-114-4761,1.3
The Burger Cellar,burger;wine,"Yonge Street, Toronto",+1 611-706-8055,1.7
PI CO. Pizza Bar,pizza,"Yonge St, Toronto",+1 832-205-2060,2.5
Bamiyan Kabob,afghan,"Overlea Boulevard, East York",+1 937-252-7670,4.1
Relish Bar & Grill,Steak,"Danforth Avenue, Toronto",+1 863-153-6517,1.9
China Food,chinese,"Millwood Road, East York",+1 946-570-3533,1.2
Quinn's,Salad,"Yonge St, Toronto",+1 954-198-6474,4.3
Shoeless Joe's,grill,"Queen St, Toronto",+1 954-587-6728,2.2
Paramount,lebanese,"Spadina Avenue, Toronto",+1 877-815-9990,4.1
